set,id,pillar,country,lang,image,headline,text
global,14,Rules & risk,,bn,img/bn/14.png,"দাম নয়, গভীরতা আগে","২০০ KGST-র সেরা দর আপনাকে বলে না ২,০০,০০০ KGST আসলে কোথায় ফিল হবে।

সবাই বুকের উপরটা স্ক্রিনশট নেয়। ফিল হয় অন্য কোথাও।

assetux.com/strategies"
global,15,Rules & risk,,en,img/en/15.png,Keep float on both sides,"An opportunity you have to fund first is usually gone by the time the funding lands.

Capital in the wrong place is the same as no capital.

assetux.com/strategies"
global,15,Rules & risk,,es,img/es/15.png,Ten saldo en ambos lados,"Una oportunidad que primero tienes que fondear suele desaparecer antes de que llegue el dinero.

Capital en el lugar equivocado es lo mismo que no tener capital.

assetux.com/strategies"
global,15,Rules & risk,,pt,img/pt/15.png,Tenha saldo dos dois lados,"Uma oportunidade que você precisa financiar primeiro geralmente some antes de o dinheiro chegar.

Capital no lugar errado é o mesmo que capital nenhum.

assetux.com/strategies"
global,15,Rules & risk,,ar,img/ar/15.png,احتفظ برصيد على الجانبين,"الفرصة التي تحتاج لتمويلها أولاً تختفي عادةً قبل وصول التمويل.

رأس مال في المكان الخطأ يساوي لا رأس مال.

assetux.com/strategies"
global,15,Rules & risk,,fa,img/fa/15.png,هر دو طرف موجودی داشته باش,"فرصتی که اول باید تأمین مالی‌اش کنید معمولاً پیش از رسیدن پول از بین می‌رود.

سرمایه در جای اشتباه، مساوی است با نداشتن سرمایه.

assetux.com/strategies"
global,15,Rules & risk,,ur,img/ur/15.png,دونوں طرف رقم رکھیں,"جس موقع کے لیے پہلے پیسے بھیجنے پڑیں، وہ عموماً پیسے پہنچنے سے پہلے ختم ہو جاتا ہے۔

غلط جگہ پڑا سرمایہ اور نہ ہونا برابر ہے۔

assetux.com/strategies"
global,15,Rules & risk,,bn,img/bn/15.png,দুই দিকেই পুঁজি রাখুন,"যে সুযোগের জন্য আগে টাকা পাঠাতে হয়, টাকা পৌঁছানোর আগেই সেটা সাধারণত চলে যায়।

ভুল জায়গায় পড়ে থাকা পুঁজি আর পুঁজি না থাকা এক কথা।

assetux.com/strategies"
global,16,Rules & risk,,en,img/en/16.png,Adverse selection,"In a one-way market only your losing side gets hit.

You buy all the way down and never sell.

Widen or pull the quote when the mid stops oscillating and starts trending.

assetux.com/strategies#mm"
global,16,Rules & risk,,es,img/es/16.png,Selección adversa,"En un mercado de una sola dirección solo te ejecutan la punta perdedora.

Compras todo el camino hacia abajo y nunca vendes.

Abre o retira la cotización cuando el mid deja de oscilar y arranca en tendencia.

assetux.com/strategies#mm"
global,16,Rules & risk,,pt,img/pt/16.png,Seleção adversa,"Num mercado de mão única só a sua ponta perdedora é executada.

Você compra o caminho inteiro para baixo e nunca vende.

Abra ou retire a cotação quando o mid parar de oscilar e virar tendência.

assetux.com/strategies#mm"
global,16,Rules & risk,,ar,img/ar/16.png,الاختيار المعاكس,"في سوق أحادي الاتجاه لا يُنفَّذ إلا جانبك الخاسر.

تشتري طوال طريق الهبوط ولا تبيع أبداً.

وسّع السعر أو اسحبه حين يتوقف المنتصف عن التذبذب ويبدأ الاتجاه.

assetux.com/strategies#mm"
global,16,Rules & risk,,fa,img/fa/16.png,انتخاب نامساعد,"در بازار یک‌طرفه فقط سمت بازنده شما پر می‌شود.

تمام مسیر نزول می‌خرید و هیچ‌وقت نمی‌فروشید.

وقتی میانه از نوسان افتاد و روند گرفت، قیمت را بازتر کنید یا بردارید.

assetux.com/strategies#mm"
global,16,Rules & risk,,ur,img/ur/16.png,مخالف انتخاب,"یک طرفہ مارکیٹ میں صرف آپ کا نقصان والا رخ بھرتا ہے۔

آپ پورے راستے خریدتے جاتے ہیں اور بیچتے کبھی نہیں۔

جب درمیانی قیمت جھولنا چھوڑ کر رجحان پکڑ لے تو قیمت کھولیں یا ہٹا لیں۔

assetux.com/strategies#mm"
global,16,Rules & risk,,bn,img/bn/16.png,প্রতিকূল নির্বাচন,"একমুখী বাজারে কেবল আপনার হারা দিকটাই ফিল হয়।

আপনি নামার পুরো পথ ধরে কিনতে থাকেন, বিক্রি করেন না।

মিড যখন দুলতে বন্ধ করে ট্রেন্ড ধরে, দর চওড়া করুন বা তুলে নিন।

assetux.com/strategies#mm"
global,17,Rules & risk,,en,img/en/17.png,Idle float is the real cost,"Escrow ties capital up while an order is live.

A book full of your quotes can look busy while most of your money earns nothing.

Measure return on the whole float, not on the fill.

assetux.com/strategies#liquidity"
global,17,Rules & risk,,es,img/es/17.png,El costo real: saldo parado,"El escrow inmoviliza capital mientras la orden está viva.

Un libro lleno de tus órdenes puede parecer activo mientras la mayor parte de tu dinero no gana nada.

Mide el retorno sobre todo el float.

assetux.com/strategies#liquidity"
global,17,Rules & risk,,pt,img/pt/17.png,O custo real: float parado,"O escrow trava capital enquanto a ordem está viva.

Um livro cheio das suas ordens pode parecer movimentado enquanto a maior parte do seu dinheiro não rende nada.

Meça o retorno sobre o float inteiro.

assetux.com/strategies#liquidity"
global,17,Rules & risk,,ar,img/ar/17.png,التكلفة الحقيقية: رأس مال معطّل,"الضمان يجمّد رأس المال ما دام الأمر قائماً.

دفتر مليء بأوامرك قد يبدو نشطاً بينما معظم مالك لا يربح شيئاً.

قِس العائد على رأس المال كله.

assetux.com/strategies#liquidity"
global,17,Rules & risk,,fa,img/fa/17.png,هزینه واقعی: سرمایه بیکار,"تا وقتی سفارش زنده است، امانی سرمایه را قفل نگه می‌دارد.

دفتری پر از سفارش‌های شما می‌تواند شلوغ به نظر برسد در حالی که بیشتر پولتان هیچ درآمدی ندارد.

بازده را روی کل سرمایه بسنجید.

assetux.com/strategies#liquidity"
global,17,Rules & risk,,ur,img/ur/17.png,اصل لاگت: بیکار سرمایہ,"آرڈر زندہ رہنے تک ایسکرو سرمایہ روکے رکھتا ہے۔

آپ کے آرڈرز سے بھری بُک مصروف لگ سکتی ہے جبکہ آپ کا زیادہ تر پیسہ کچھ نہیں کما رہا۔

منافع پورے سرمائے پر ناپیں۔

assetux.com/strategies#liquidity"
global,17,Rules & risk,,bn,img/bn/17.png,আসল খরচ: বসে থাকা পুঁজি,"অর্ডার জীবিত থাকা পর্যন্ত এসক্রো পুঁজি আটকে রাখে।

আপনার দরে ভরা বুক ব্যস্ত দেখাতে পারে, অথচ আপনার বেশির ভাগ টাকা কিছুই কামাচ্ছে না।

রিটার্ন মাপুন পুরো পুঁজির উপর।

assetux.com/strategies#liquidity"
global,18,Rules & risk,,en,img/en/18.png,Leg three is the thin one,"Compute-coin books are shallow.

The rate you multiplied by is often not the rate you get — and the position you are left holding is the hardest one to exit.

Most paper triangles die on leg three.

assetux.com/strategies#triangular"
global,18,Rules & risk,,es,img/es/18.png,La tercera pata es la delgada,"Los libros de compute coins son poco profundos.

La tasa por la que multiplicaste no suele ser la que consigues, y la posición que te queda es la más difícil de soltar.

assetux.com/strategies#triangular"
global,18,Rules & risk,,pt,img/pt/18.png,A terceira perna é a fina,"Os livros de compute coins são rasos.

A taxa pela qual você multiplicou muitas vezes não é a que você consegue — e a posição que sobra é a mais difícil de sair.

assetux.com/strategies#triangular"
global,18,Rules & risk,,ar,img/ar/18.png,الساق الثالثة هي الرقيقة,"دفاتر عملات الحوسبة ضحلة.

السعر الذي ضربت به غالباً ليس السعر الذي تحصل عليه — والمركز الذي يبقى معك هو الأصعب في الخروج.

assetux.com/strategies#triangular"
global,18,Rules & risk,,fa,img/fa/18.png,پای سوم نازک است,"دفترهای کامپیوت‌کوین کم‌عمق‌اند.

نرخی که در آن ضرب کردید اغلب نرخی نیست که می‌گیرید — و پوزیشنی که برایتان می‌ماند سخت‌ترین برای خروج است.

assetux.com/strategies#triangular"
global,18,Rules & risk,,ur,img/ur/18.png,تیسری ٹانگ سب سے پتلی,"کمپیوٹ کوائن کی بُکس کم گہری ہوتی ہیں۔

جس شرح سے آپ نے ضرب دی وہ اکثر وہ نہیں ہوتی جو ملتی ہے — اور جو پوزیشن بچ جاتی ہے، اُس سے نکلنا سب سے مشکل ہے۔

assetux.com/strategies#triangular"
global,18,Rules & risk,,bn,img/bn/18.png,তৃতীয় পা-টাই সবচেয়ে পাতলা,"কম্পিউট কয়েনের বুক অগভীর।

যে রেট দিয়ে গুণ করেছেন সেটা প্রায়ই পাওয়া রেট নয় — আর যে পজিশনটা হাতে থেকে যায়, সেটা থেকে বেরোনোই সবচেয়ে কঠিন।

assetux.com/strategies#triangular"
global,19,Assets & rails,,en,img/en/19.png,USDT on five networks,"Pick the network at the ticket, not at the pair.

TRC20 for cheap settlement. ERC20 when the counterparty insists. BEP20, TON or SOL when the fee matters more than the habit.

assetux.com"
global,19,Assets & rails,,es,img/es/19.png,USDT en cinco redes,"Elige la red en el ticket, no en el par.

TRC20 para liquidar barato. ERC20 cuando la contraparte insiste. BEP20, TON o SOL cuando la comisión pesa más que la costumbre.

assetux.com"
global,19,Assets & rails,,pt,img/pt/19.png,USDT em cinco redes,"Escolha a rede no ticket, não no par.

TRC20 para liquidar barato. ERC20 quando a contraparte insiste. BEP20, TON ou SOL quando a taxa pesa mais que o hábito.

assetux.com"
global,19,Assets & rails,,ar,img/ar/19.png,‏USDT على خمس شبكات,"اختر الشبكة عند التذكرة، لا عند الزوج.

‏TRC20 للتسوية الرخيصة. ERC20 حين يصرّ الطرف الآخر. BEP20 أو TON أو SOL حين تكون الرسوم أهم من العادة.

assetux.com"
global,19,Assets & rails,,fa,img/fa/19.png,‏USDT روی پنج شبکه,"شبکه را در تیکت انتخاب کنید، نه در جفت معاملاتی.

‏TRC20 برای تسویه ارزان. ERC20 وقتی طرف مقابل اصرار دارد. BEP20، TON یا SOL وقتی کارمزد از عادت مهم‌تر است.

assetux.com"
global,19,Assets & rails,,ur,img/ur/19.png,پانچ نیٹ ورکس پر USDT,"نیٹ ورک جوڑے پر نہیں، ٹکٹ پر منتخب کریں۔

سستی سیٹلمنٹ کے لیے TRC20۔ فریقِ ثانی کے اصرار پر ERC20۔ فیس عادت سے زیادہ اہم ہو تو BEP20، TON یا SOL۔

assetux.com"
global,19,Assets & rails,,bn,img/bn/19.png,পাঁচ নেটওয়ার্কে USDT,"নেটওয়ার্ক বাছুন টিকিটে, পেয়ারে নয়।

সস্তা সেটলমেন্টে TRC20। প্রতিপক্ষ জেদ ধরলে ERC20। ফি অভ্যাসের চেয়ে বড় হলে BEP20, TON বা SOL।

assetux.com"
global,20,Assets & rails,,en,img/en/20.png,Bitcoin,"Deepest liquidity of any quote on the book.

The maker posts a receiving address, you send from any wallet, and escrow holds the base side until it lands.

assetux.com"
global,20,Assets & rails,,es,img/es/20.png,Bitcoin,"La liquidez más profunda de todo el libro.

El maker publica una dirección de cobro, tú envías desde cualquier billetera y el escrow retiene el lado base hasta que llega.

assetux.com"
global,20,Assets & rails,,pt,img/pt/20.png,Bitcoin,"A liquidez mais profunda do livro inteiro.

O maker publica um endereço de recebimento, você envia de qualquer carteira, e o escrow segura o lado base até chegar.

assetux.com"
global,20,Assets & rails,,ar,img/ar/20.png,بيتكوين,"أعمق سيولة في الدفتر كله.

الصانع ينشر عنوان الاستلام، أنت ترسل من أي محفظة، والضمان يحتجز الجانب الأساسي حتى الوصول.

assetux.com"
global,20,Assets & rails,,fa,img/fa/20.png,بیت‌کوین,"عمیق‌ترین نقدینگی کل دفتر.

میکر آدرس دریافت را می‌گذارد، شما از هر کیف پولی می‌فرستید، و امانی سمت پایه را تا رسیدن نگه می‌دارد.

assetux.com"
global,20,Assets & rails,,ur,img/ur/20.png,بٹ کوائن,"پوری بُک کی سب سے گہری لیکویڈیٹی۔

میکر وصولی کا پتہ دیتا ہے، آپ کسی بھی والٹ سے بھیجتے ہیں، اور ایسکرو بنیادی رخ روکے رکھتا ہے۔

assetux.com"
global,20,Assets & rails,,bn,img/bn/20.png,বিটকয়েন,"পুরো বুকের সবচেয়ে গভীর লিকুইডিটি।

মেকার রিসিভিং ঠিকানা দেয়, আপনি যেকোনো ওয়ালেট থেকে পাঠান, আর এসক্রো বেস দিকটা ধরে রাখে।

assetux.com"
global,21,Assets & rails,,en,img/en/21.png,KGST,"Already listed on Binance, so its price is not ours to invent.

Every compute coin quotes against it — which is exactly what makes the triangle trades work.

assetux.com"
global,21,Assets & rails,,es,img/es/21.png,KGST,"Ya cotiza en Binance, así que el precio no lo inventamos nosotros.

Cada compute coin cotiza contra él, que es justo lo que hace funcionar los triángulos.

assetux.com"
global,21,Assets & rails,,pt,img/pt/21.png,KGST,"Já listado na Binance, então o preço não é invenção nossa.

Cada compute coin cota contra ele — que é exatamente o que faz os triângulos funcionarem.

assetux.com"
global,21,Assets & rails,,ar,img/ar/21.png,‏KGST,"مُدرَج على Binance، فالسعر ليس من اختراعنا.

كل عملة حوسبة تُسعَّر مقابله — وهذا بالضبط ما يجعل صفقات المثلث تعمل.

assetux.com"
global,21,Assets & rails,,fa,img/fa/21.png,‏KGST,"از قبل در بایننس لیست شده، پس قیمتش را ما نمی‌سازیم.

هر کامپیوت‌کوین در برابر آن قیمت می‌خورد — و دقیقاً همین است که معاملات مثلثی را ممکن می‌کند.

assetux.com"
global,21,Assets & rails,,ur,img/ur/21.png,‏KGST,"پہلے سے بائنانس پر لسٹڈ، اس لیے قیمت ہماری ایجاد نہیں۔

ہر کمپیوٹ کوائن اسی کے مقابلے میں قیمت پاتا ہے — اور یہی تکونی ٹریڈز کو ممکن بناتا ہے۔

assetux.com"
global,21,Assets & rails,,bn,img/bn/21.png,KGST,"আগে থেকেই Binance-এ লিস্টেড, তাই দামটা আমাদের বানানো নয়।

প্রতিটি কম্পিউট কয়েন এর বিপরীতে কোট হয় — ত্রিভুজ ট্রেড ঠিক এ কারণেই কাজ করে।

assetux.com"
global,22,Assets & rails,,en,img/en/22.png,Fiat methods,"Bank transfer, card-to-card, mobile wallet, cash in person.

The maker names the method and the window. Escrow only releases once you confirm the money landed.

assetux.com"
global,22,Assets & rails,,es,img/es/22.png,Métodos fiat,"Transferencia bancaria, tarjeta a tarjeta, billetera móvil, efectivo en persona.

El maker define el método y la ventana. El escrow solo libera cuando tú confirmas que el dinero llegó.

assetux.com"
global,22,Assets & rails,,pt,img/pt/22.png,Métodos fiat,"Transferência bancária, cartão para cartão, carteira móvel, dinheiro na mão.

O maker define o método e a janela. O escrow só libera quando você confirma que o dinheiro caiu.

assetux.com"
global,22,Assets & rails,,ar,img/ar/22.png,طرق الدفع الورقية,"حوالة بنكية، بطاقة إلى بطاقة، محفظة موبايل، نقداً باليد.

الصانع يحدد الطريقة والمهلة. الضمان لا يُفرج إلا بعد تأكيدك وصول المال.

assetux.com"
global,22,Assets & rails,,fa,img/fa/22.png,روش‌های فیات,"حواله بانکی، کارت به کارت، کیف پول موبایل، نقدی حضوری.

میکر روش و مهلت را تعیین می‌کند. امانی فقط پس از تأیید شما آزاد می‌شود.

assetux.com"
global,22,Assets & rails,,ur,img/ur/22.png,فیاٹ کے طریقے,"بینک ٹرانسفر، کارڈ ٹو کارڈ، موبائل والٹ، بالمشافہ نقد۔

میکر طریقہ اور مدت طے کرتا ہے۔ ایسکرو تبھی کھلتا ہے جب آپ رقم ملنے کی تصدیق کریں۔

assetux.com"
global,22,Assets & rails,,bn,img/bn/22.png,ফিয়াট পদ্ধতি,"ব্যাংক ট্রান্সফার, কার্ড টু কার্ড, মোবাইল ওয়ালেট, সামনাসামনি নগদ।

মেকার পদ্ধতি আর সময়সীমা ঠিক করে। আপনি টাকা পাওয়ার নিশ্চিত করলে তবেই এসক্রো ছাড়ে।

assetux.com"
global,23,Assets & rails,,en,img/en/23.png,ETH and SOL,"Native ETH straight out of MetaMask — the UI builds the transaction, you sign it.

Connect Phantom on Solana to autofill your receive address. Sub-cent fees make small, frequent arbitrage legs viable.

assetux.com"
global,23,Assets & rails,,es,img/es/23.png,ETH y SOL,"ETH nativo directo desde MetaMask: la interfaz arma la transacción, tú la firmas.

Conecta Phantom en Solana para autocompletar tu dirección de cobro. Comisiones de centavos hacen viables las patas pequeñas y frecuentes.

assetux.com"
global,23,Assets & rails,,pt,img/pt/23.png,ETH e SOL,"ETH nativo direto do MetaMask: a interface monta a transação, você assina.

Conecte a Phantom na Solana para preencher seu endereço de recebimento. Taxas de centavos tornam viáveis pernas pequenas e frequentes.

assetux.com"
global,23,Assets & rails,,ar,img/ar/23.png,‏ETH و SOL,"‏ETH أصلي مباشرة من MetaMask: الواجهة تبني المعاملة وأنت توقّعها.

اربط Phantom على Solana لملء عنوان الاستلام تلقائياً. رسوم أقل من سنت تجعل السيقان الصغيرة المتكررة مجدية.

assetux.com"
global,23,Assets & rails,,fa,img/fa/23.png,‏ETH و SOL,"‏ETH بومی مستقیم از متامسک: رابط تراکنش را می‌سازد، شما امضا می‌کنید.

فانتوم را روی سولانا وصل کنید تا آدرس دریافتتان خودکار پر شود. کارمزد زیر یک سنت پاهای کوچک و پرتکرار را به‌صرفه می‌کند.

assetux.com"
global,23,Assets & rails,,ur,img/ur/23.png,‏ETH اور SOL,"‏MetaMask سے براہِ راست نیٹو ETH: انٹرفیس ٹرانزیکشن بناتا ہے، آپ دستخط کرتے ہیں۔

سولانا پر Phantom جوڑیں تاکہ وصولی کا پتہ خودکار بھر جائے۔ ایک سینٹ سے کم فیس چھوٹی، بار بار کی ٹانگیں قابلِ عمل بناتی ہے۔

assetux.com"
global,23,Assets & rails,,bn,img/bn/23.png,ETH ও SOL,"MetaMask থেকে সরাসরি নেটিভ ETH: ইন্টারফেস ট্রানজেকশন বানায়, আপনি সই করেন।

সোলানায় Phantom যুক্ত করলে রিসিভ ঠিকানা নিজেই বসে। এক সেন্টের কম ফি ছোট, ঘন ঘন লেগ লাভজনক করে।

assetux.com"
global,24,Compute payout,,en,img/en/24.png,"Cash out weekly, not eventually","No minimum payout. No listing queue. No SWIFT.

A miner earning 4,000 KGST a week cashes out weekly instead of waiting for a threshold that never quite arrives.

assetux.com"
global,24,Compute payout,,es,img/es/24.png,Cobra cada semana,"Sin pago mínimo. Sin cola de listado. Sin SWIFT.

Un minero que gana 4.000 KGST por semana cobra cada semana, en vez de esperar un umbral que nunca termina de llegar.

assetux.com"
global,24,Compute payout,,pt,img/pt/24.png,Saque toda semana,"Sem pagamento mínimo. Sem fila de listagem. Sem SWIFT.

Um minerador que ganha 4.000 KGST por semana saca toda semana, em vez de esperar um limite que nunca chega.

assetux.com"
global,24,Compute payout,,ar,img/ar/24.png,اسحب كل أسبوع,"لا حد أدنى للسحب. لا طابور إدراج. لا SWIFT.

معدّن يربح ٤٬٠٠٠ KGST أسبوعياً يسحب كل أسبوع، بدل انتظار حد لا يصل أبداً.

assetux.com"
global,24,Compute payout,,fa,img/fa/24.png,هر هفته برداشت کن,"بدون حداقل برداشت. بدون صف لیست شدن. بدون SWIFT.

ماینری که هفته‌ای ۴٬۰۰۰ KGST درمی‌آورد هر هفته برداشت می‌کند، نه اینکه منتظر آستانه‌ای بماند که نمی‌رسد.

assetux.com"
global,24,Compute payout,,ur,img/ur/24.png,ہر ہفتے رقم نکالیں,"کوئی کم از کم حد نہیں۔ کوئی لسٹنگ قطار نہیں۔ کوئی SWIFT نہیں۔

ہفتے کے ۴٬۰۰۰ KGST کمانے والا مائنر ہر ہفتے نکالتا ہے، نہ کہ کسی حد کا انتظار کرتا ہے۔

assetux.com"
global,24,Compute payout,,bn,img/bn/24.png,প্রতি সপ্তাহে তুলে নিন,"কোনো ন্যূনতম পেআউট নেই। লিস্টিং লাইন নেই। SWIFT নেই।

সপ্তাহে ৪,০০০ KGST আয় করা মাইনার প্রতি সপ্তাহেই তোলে, কোনো থ্রেশহোল্ডের অপেক্ষায় বসে থাকে না।

assetux.com"
global,25,Compute payout,,en,img/en/25.png,Three steps from GPU to bank,"Run the jobs — your node settles AI compute work in KGST or a regional compute coin.

List the payout on the P2P book at your own price.

Take it out in USDT, BTC, ETH, SOL or fiat.

assetux.com"
global,25,Compute payout,,es,img/es/25.png,Tres pasos: GPU al banco,"Procesa los trabajos: tu nodo liquida el cómputo de IA en KGST o en un compute coin regional.

Publica el cobro en el libro P2P a tu precio.

Retíralo en USDT, BTC, ETH, SOL o fiat.

assetux.com"
global,25,Compute payout,,pt,img/pt/25.png,Três passos: da GPU ao banco,"Rode as tarefas: seu nó liquida o trabalho de IA em KGST ou num compute coin regional.

Publique o pagamento no livro P2P ao seu preço.

Saque em USDT, BTC, ETH, SOL ou fiat.

assetux.com"
global,25,Compute payout,,ar,img/ar/25.png,ثلاث خطوات من الكرت للبنك,"نفّذ المهام: عقدتك تسوّي عمل الذكاء الاصطناعي بـKGST أو بعملة حوسبة إقليمية.

اعرض العائد على دفتر P2P بسعرك أنت.

اسحبه بـUSDT أو BTC أو ETH أو SOL أو نقداً.

assetux.com"
global,25,Compute payout,,fa,img/fa/25.png,سه گام از کارت تا بانک,"کارها را اجرا کنید: نود شما کار هوش مصنوعی را با KGST یا یک کامپیوت‌کوین منطقه‌ای تسویه می‌کند.

درآمد را با قیمت خودتان در دفتر P2P بگذارید.

با USDT، BTC، ETH، SOL یا فیات بردارید.

assetux.com"
global,25,Compute payout,,ur,img/ur/25.png,‏GPU سے بینک تک تین قدم,"کام چلائیں: آپ کا نوڈ اے آئی کمپیوٹ کو KGST یا علاقائی کمپیوٹ کوائن میں طے کرتا ہے۔

کمائی اپنی قیمت پر P2P بُک میں رکھیں۔

‏USDT، BTC، ETH، SOL یا فیاٹ میں نکالیں۔

assetux.com"
global,25,Compute payout,,bn,img/bn/25.png,"GPU থেকে ব্যাংক, তিন ধাপ","কাজ চালান: আপনার নোড এআই কম্পিউট কাজ KGST বা আঞ্চলিক কম্পিউট কয়েনে সেটল করে।

নিজের দামে P2P বুকে আয়টা তুলুন।

USDT, BTC, ETH, SOL বা ফিয়াটে বের করুন।

assetux.com"
global,26,Compute payout,,en,img/en/26.png,Minimum payout,"Zero.

No threshold to reach, no queue to join, no wire to explain to a compliance desk.

You earned it, you list it, you take it out.

assetux.com"
global,26,Compute payout,,es,img/es/26.png,Pago mínimo,"Cero.

Sin umbral que alcanzar, sin cola a la que sumarse, sin transferencia que explicarle a un área de cumplimiento.

Lo ganaste, lo publicas, lo retiras.

assetux.com"
global,26,Compute payout,,pt,img/pt/26.png,Saque mínimo,"Zero.

Sem limite para atingir, sem fila para entrar, sem transferência para explicar a um time de compliance.

Você ganhou, você publica, você saca.

assetux.com"
global,26,Compute payout,,ar,img/ar/26.png,الحد الأدنى للسحب,"صفر.

لا حد تبلغه، لا طابور تنضم إليه، لا حوالة تشرحها لقسم الامتثال.

ربحته، تعرضه، تسحبه.

assetux.com"
global,26,Compute payout,,fa,img/fa/26.png,حداقل برداشت,"صفر.

نه آستانه‌ای برای رسیدن، نه صفی برای پیوستن، نه حواله‌ای که به واحد انطباق توضیح دهید.

درآوردید، می‌گذارید، برمی‌دارید.

assetux.com"
global,26,Compute payout,,ur,img/ur/26.png,کم از کم ادائیگی,"صفر۔

نہ کوئی حد چھونی ہے، نہ کسی قطار میں لگنا ہے، نہ کسی کمپلائنس ڈیسک کو ٹرانسفر سمجھانی ہے۔

آپ نے کمایا، آپ نے رکھا، آپ نے نکالا۔

assetux.com"
global,26,Compute payout,,bn,img/bn/26.png,ন্যূনতম পেআউট,"শূন্য।

ছোঁয়ার মতো কোনো সীমা নেই, দাঁড়ানোর মতো লাইন নেই, কমপ্লায়েন্স ডেস্ককে বোঝানোর মতো ট্রান্সফার নেই।

আপনি কামিয়েছেন, আপনি তুলেছেন, আপনি নিয়েছেন।

assetux.com"
global,27,Compute payout,,en,img/en/27.png,What your node really pays you,"KGST is the rail. aiGEL, aiETB and aiBTN are the regional compute coins.

Nothing to claim, nothing to unstake — finished work settles straight into the asset.

assetux.com"
global,27,Compute payout,,es,img/es/27.png,Lo que tu nodo te paga,"KGST es el riel. aiGEL, aiETB y aiBTN son los compute coins regionales.

Nada que reclamar, nada que desbloquear: el trabajo terminado liquida directo en el activo.

assetux.com"
global,27,Compute payout,,pt,img/pt/27.png,O que seu nó realmente paga,"KGST é o trilho. aiGEL, aiETB e aiBTN são os compute coins regionais.

Nada para reivindicar, nada para dessaquear: o trabalho concluído liquida direto no ativo.

assetux.com"
global,27,Compute payout,,ar,img/ar/27.png,ما تدفعه لك عقدتك فعلاً,"‏KGST هو السكة. وaiGEL وaiETB وaiBTN هي عملات الحوسبة الإقليمية.

لا شيء تطالب به، لا شيء تفك رهنه: العمل المنتهي يُسوّى مباشرة في الأصل.

assetux.com"
global,27,Compute payout,,fa,img/fa/27.png,نود شما واقعاً چه می‌پردازد,"‏KGST ریل اصلی است. aiGEL و aiETB و aiBTN کامپیوت‌کوین‌های منطقه‌ای‌اند.

نه چیزی برای کلیم، نه چیزی برای آنستیک: کار تمام‌شده مستقیم در همان دارایی تسویه می‌شود.

assetux.com"
global,27,Compute payout,,ur,img/ur/27.png,آپ کا نوڈ دراصل کیا دیتا ہے,"‏KGST بنیادی ریل ہے۔ aiGEL، aiETB اور aiBTN علاقائی کمپیوٹ کوائنز ہیں۔

نہ کچھ کلیم کرنا، نہ اَن سٹیک: مکمل شدہ کام سیدھا اسی اثاثے میں طے ہوتا ہے۔

assetux.com"
global,27,Compute payout,,bn,img/bn/27.png,আপনার নোড আসলে কী দেয়,"KGST হলো মূল রেল। aiGEL, aiETB আর aiBTN হলো আঞ্চলিক কম্পিউট কয়েন।

ক্লেইম করার কিছু নেই, আনস্টেক করারও নেই: শেষ হওয়া কাজ সরাসরি সেই অ্যাসেটেই সেটল হয়।

assetux.com"
global,28,P2P liquidity,,en,img/en/28.png,"Be the book, not the taker","Every taker who wants out right now pays someone for the privilege.

Provide the float that lets them, and that payment is your yield — earned on inventory you were holding anyway.

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,es,img/es/28.png,"Sé el libro, no el taker","Todo el que quiere salir ahora mismo le paga a alguien por el privilegio.

Pon el float que se lo permite y ese pago es tu rendimiento, ganado sobre inventario que ya tenías.

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,pt,img/pt/28.png,"Seja o livro, não o taker","Todo mundo que quer sair agora paga alguém pelo privilégio.

Coloque o float que permite isso, e esse pagamento é o seu rendimento — ganho sobre estoque que você já tinha.

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,ar,img/ar/28.png,كن الدفتر لا المنفّذ,"كل من يريد الخروج الآن يدفع لأحدهم مقابل ذلك.

وفّر رأس المال الذي يتيح له هذا، وذلك الدفع هو عائدك — على مخزون كنت تحتفظ به أصلاً.

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,fa,img/fa/28.png,دفتر باش، نه تیکر,"هرکس همین حالا بخواهد خارج شود، بابتش به کسی پول می‌دهد.

سرمایه‌ای را که این را ممکن می‌کند فراهم کنید؛ آن پرداخت بازده شماست — روی موجودی‌ای که از قبل داشتید.

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,ur,img/ur/28.png,بُک بنیں، ٹیکر نہیں,"جسے ابھی نکلنا ہے وہ اس سہولت کی قیمت کسی کو ادا کرتا ہے۔

وہ سرمایہ فراہم کریں جو یہ ممکن بناتا ہے — وہی ادائیگی آپ کا منافع ہے، اُسی مال پر جو آپ پہلے سے رکھے تھے۔

assetux.com/strategies#liquidity"
global,28,P2P liquidity,,bn,img/bn/28.png,"টেকার নয়, বুক হোন","এখনই বেরোতে চাওয়া প্রত্যেকে সেই সুবিধার দাম কাউকে দেয়।

যে পুঁজি সেটা সম্ভব করে সেটা দিন — ওই পেমেন্টই আপনার রিটার্ন, যে স্টক আপনি এমনিতেও ধরে রেখেছিলেন তার উপর।

assetux.com/strategies#liquidity"
global,29,P2P liquidity,,en,img/en/29.png,Where the edge actually is,"Thin pairs pay the widest edge and fill slowly.

KGST-USDT pays the least and fills constantly.

Split your float across methods and let the fills come to you.

assetux.com/strategies#liquidity"
